0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.169491525423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169491525423729,0,0,0,0,0,0,0,0
0.830508474576271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169491525423729,0.0338983050847458,0.0169491525423729,0.0169491525423729,0,0,0,0,0,0.0169491525423729,0.0169491525423729,0,0,0.0169491525423729,0.0169491525423729,0.0169491525423729,0.0338983050847458,0.0169491525423729,0.0169491525423729,0
0,0.576271186440678,0,0,0,0,0,0,0,0,0,0,0,0,0.0338983050847458,0.0677966101694915,0.0677966101694915,0.0508474576271186,0.11864406779661,0.0508474576271186,0.0847457627118644,0.0847457627118644,0.0677966101694915,0.169491525423729,0.135593220338983,0.101694915254237,0.101694915254237,0.101694915254237,0.0677966101694915,0.135593220338983,0.169491525423729,0.135593220338983,0.23728813559322,0.338983050847458,0.254237288135593,0.322033898305085,0.525423728813559,0.389830508474576,0.525423728813559,0.593220338983051
0,0.423728813559322,0.898305084745763,0.440677966101695,0.0677966101694915,0.11864406779661,0.186440677966102,0.0338983050847458,0.0338983050847458,0.11864406779661,0.0677966101694915,0.135593220338983,0.305084745762712,0.288135593220339,0.372881355932203,0.525423728813559,0.440677966101695,0.576271186440678,0.559322033898305,0.474576271186441,0.559322033898305,0.576271186440678,0.593220338983051,0.559322033898305,0.76271186440678,0.64406779661017,0.694915254237288,0.779661016949152,0.76271186440678,0.796610169491525,0.779661016949152,0.796610169491525,0.745762711864407,0.610169491525424,0.728813559322034,0.661016949152542,0.440677966101695,0.593220338983051,0.457627118644068,0.406779661016949
0,0,0.101694915254237,0.559322033898305,0.864406779661017,0.864406779661017,0.76271186440678,0.796610169491525,0.745762711864407,0.779661016949153,0.830508474576271,0.711864406779661,0.593220338983051,0.694915254237288,0.593220338983051,0.389830508474576,0.474576271186441,0.372881355932203,0.322033898305085,0.474576271186441,0.338983050847458,0.305084745762712,0.322033898305085,0.254237288135593,0.101694915254237,0.254237288135593,0.203389830508475,0.11864406779661,0.169491525423729,0.0508474576271186,0.0338983050847458,0.0508474576271186,0.0169491525423728,0.0338983050847458,0,0,0,0,0,0
0,0,0,0,0.0677966101694916,0.0169491525423728,0.0508474576271186,0.169491525423729,0.220338983050847,0.101694915254237,0.101694915254237,0.152542372881356,0.101694915254237,0.0169491525423728,0,0.0169491525423728,0.0169491525423728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
