0,0,0,0,0,0,0.01,0.08,0.31,0.44,0.6,0.71,0.7,0.75,0.81,0.84,0.86,0.87,0.87,0.87,0.87,0.88,0.88,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
0,0,0,0,0,0,0.03,0.05,0.06,0.08,0.0800000000000001,0.03,0.0600000000000001,0.08,0.0399999999999999,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.03,0.16,0.09,0.09,0.08,0.05,0.05,0,0,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.01,0.03,0.06,0.04,0.09,0.02,0.0399999999999999,0.0499999999999999,0.02,0.03,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.02,0.06,0.09,0.1,0.0900000000000001,0.07,0.02,0.01,0.04,0.02,0.01,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.03,0.13,0.09,0.11,0.0599999999999999,0.02,0.02,0.03,0.02,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.06,0.17,0.13,0.0800000000000001,0.03,0.02,0.03,0.03,0.01,0.0299999999999999,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.02,0.15,0.13,0.09,0.09,0.03,0.03,0.0399999999999999,0.0099999999999999,0.0199999999999999,0,0.0299999999999999,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.03,0.16,0.14,0.08,0.03,0.02,0.0299999999999999,0.02,0,0,0,0,0.0299999999999999,0.03,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.11,0.2,0.16,0.0900000000000001,0.0299999999999999,0.0199999999999999,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.14,0.24,0.0599999999999999,0.0499999999999999,0.03,0.01,0.02,0,0.03,0.02,0.01,0.01,0,0.0099999999999999,0.01,0.02,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0.05,0.3,0.1,0.04,0.03,0.02,0.02,0.01,0.02,0.01,0,0.01,0,0.01,0,0.0199999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.97,0,0,0.21,0.3,0.02,0.01,0,0.01,0.01,0,0,0,0.01,0.01,0.02,0,0.02,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.12,0.11,0.32,0.07,0.01,0,0,0,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0,0.0399999999999999,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.7,0.36,0.33,0.03,0,0,0,0,0,0.01,0,0,0.01,0,0,0.02,0.01,0.04,0,0.0399999999999999,0.0299999999999999,0.0299999999999999,0.03,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.18,0.43,0.09,0,0,0,0,0,0,0,0.01,0.01,0,0.02,0.01,0,0.01,0.01,0.03,0.01,0.03,0.02,0.0199999999999999,0.02,0,0,0.02,0.02,0,0,0,0,0.01,0,0,0,0,0,0
0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.04,0.0599999999999999,0.0599999999999999,0.07,0.0299999999999999,0.01,0.02,0.01,0.02,0.03,0.02,0.02,0.01,0.02,0,0.01,0.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.04,0.03,0.0600000000000001,0.08,0.08,0.1,0.09,0.08,0.07,0.07,0.1,0.07,0.08,0.07,0.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0.02,0,0.02,0.03,0.03,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
