0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.03,0.06,0.13,0.23,0.34,0.43,0.53,0.57,0.61,0.63,0.66,0.67,0.69,0.71,0.78,0.8,0.83,0.83,0.83,0.81,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.81,0.81,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.04,0.07,0.08,0.14,0.13,0.11,0.0399999999999999,0.05,0.0600000000000001,0.05,0.0399999999999999,0.0399999999999999,0.0900000000000001,0.1,0.0499999999999999,0.0299999999999999,0,0,0.01,0.0299999999999999,0.02,0.02,0,0,0,0,0,0,0,0,0.0099999999999999,0.0099999999999999,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.01,0.05,0.09,0.11,0.13,0.0800000000000001,0.0399999999999999,0.0800000000000001,0.0600000000000001,0.0599999999999999,0.0499999999999999,0.04,0.0700000000000001,0.0499999999999999,0.0399999999999999,0.02,0.02,0.02,0.01,0,0,0,0,0.02,0.02,0.01,0,0,0,0,0,0,0,0.0099999999999999,0.0099999999999999,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.07,0.1,0.12,0.18,0.05,0.0399999999999999,0.0900000000000001,0.0499999999999999,0.0599999999999999,0.02,0.04,0.0600000000000001,0.07,0.03,0.01,0.01,0,0,0.01,0.01,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0.0099999999999999,0.0099999999999999,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.07,0.12,0.14,0.13,0.07,0.0499999999999999,0.0800000000000001,0.0499999999999999,0.0600000000000001,0.03,0.0600000000000001,0.0499999999999999,0.0499999999999999,0.01,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0.0099999999999999,0.0199999999999999,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.03,0.15,0.13,0.12,0.12,0.03,0.0700000000000001,0.0399999999999999,0.05,0.03,0.07,0.0499999999999999,0.0600000000000001,0.04,0.03,0.02,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0.0099999999999999,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.04,0.15,0.12,0.11,0.16,0.0900000000000001,0.13,0.08,0.0800000000000001,0.04,0.0499999999999999,0.02,0.04,0.02,0,0.01,0.02,0.01,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0.0099999999999999,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.13,0.16,0.2,0.2,0.08,0.07,0.0600000000000001,0.07,0.0499999999999999,0.08,0.0700000000000001,0.05,0,0,0.02,0.01,0.01,0.04,0.02,0.03,0.01,0.02,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0.0099999999999999,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.03,0.14,0.2,0.25,0.14,0.1,0.0900000000000001,0.08,0.0599999999999999,0.0700000000000001,0.0600000000000001,0.03,0.01,0,0.02,0.0399999999999999,0.0299999999999999,0.0299999999999999,0.0299999999999999,0.0199999999999999,0.04,0.02,0.01,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0.0099999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.03,0.15,0.21,0.3,0.13,0.11,0.11,0.07,0.0600000000000001,0.0600000000000001,0.01,0.02,0.0199999999999999,0.0399999999999999,0.0499999999999999,0.0399999999999999,0.01,0.01,0.01,0.01,0,0.0099999999999999,0.02,0.03,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0.0199999999999999,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
