location[0],location[1],index,state,age,if_migra,mature,div_time,maxDiv,nDiv,cell_cycle,life_span,prob,prob_0,EGF_R,IGF_R,AKT,ERK,a_ERK,a_AKT
52,63,541,quiescent,101,10,28,29,8,2,28,192,1,0.0991084,0.773941,3.74462e-16,9.48313e-11,0.826737,14.3,44
53,63,553,quiescent,85,26,28,28.5,8,2,28,192,1,0.0991052,0.77396,6.77692e-16,1.31631e-10,0.826659,14.3,44
43,55,553,quiescent,57,18,28,28.5,8,1,28,192,1,0.0989671,0.771702,5.08915e-14,4.92686e-09,0.823267,14.3,44
45,57,554,quiescent,112,32,28,29.5,8,2,28,192,1,0.0990702,0.773326,1.0169e-13,1.35465e-08,0.825797,14.3,44
46,57,562,quiescent,71.5,47,28,38.5,8,1,28,192,1,0.0990525,0.772983,1.53737e-13,1.69635e-08,0.825362,14.3,44
47,58,566,quiescent,104.5,17,28,29.5,8,2,28,192,1,0.0990993,0.773636,1.34244e-14,1.73803e-09,0.826514,14.3,44
43,56,562,quiescent,88,32,28,29,8,2,28,192,1,0.0990311,0.772795,1.13906e-14,1.5804e-09,0.824838,14.3,44
44,56,567,quiescent,65.5,35,28,37,8,1,28,192,1,0.0990186,0.772546,2.80358e-15,3.88432e-10,0.82453,14.3,44
54,63,575,quiescent,155.5,23,28,29.5,8,4,28,192,1,0.0991066,0.774039,1.984e-17,7.37496e-12,0.826692,14.3,44
48,42,576,quiescent,182.5,29,28,45,8,4,28,192,1,0.0994355,0.779637,1.14765e-15,2.3449e-10,0.83484,14.3,44
53,64,578,quiescent,119.5,47,28,50.5,8,2,28,192,1,0.099129,0.77437,2.07639e-16,5.02052e-11,0.827245,14.3,44
41,37,578,quiescent,123.5,7,28,35,8,3,28,192,1,0.0992079,0.775368,1.09329e-17,3.79874e-12,0.829192,14.3,44
52,64,581,quiescent,123,6,28,60,8,2,28,192,1,0.0991256,0.774235,1.28836e-16,3.85631e-11,0.82716,14.3,44
44,57,587,quiescent,97.5,3,28,29,8,2,28,192,1,0.0990912,0.77374,3.15811e-14,5.20556e-09,0.826315,14.3,44
52,65,580,quiescent,175.5,15,28,41,8,4,28,192,1,0.0991423,0.774568,3.9772e-18,2.2248e-12,0.827571,14.3,44
51,64,587,quiescent,135,30,28,37,8,3,28,192,1,0.0991343,0.774313,3.69906e-17,1.4189e-11,0.827376,14.3,44
42,56,594,alive,75.5,7,28,14.5,8,2,28,192,0,0.0990586,0.778054,5.24345e-15,7.54593e-10,0.80533,14.3,44
42,55,594,quiescent,32.5,17,28,32.5,8,0,28,192,1,0.0989697,0.771763,1.09183e-13,1.02479e-08,0.823332,14.3,44
41,36,589,quiescent,127,14,28,34,8,3,28,192,1,0.0991871,0.775109,3.29963e-18,1.43682e-12,0.828679,14.3,44
43,54,595,quiescent,31.5,15,28,31.5,8,0,28,192,1,0.0989197,0.770889,7.12703e-13,5.37272e-08,0.822106,14.3,44
51,63,588,quiescent,87.5,31,28,29,8,2,28,192,1,0.0991228,0.774101,1.24425e-16,3.78277e-11,0.827093,14.3,44
42,53,592,quiescent,39.5,31,28,39.5,8,0,28,192,1,0.0988885,0.770278,1.28999e-12,1.01447e-07,0.821344,14.3,44
40,36,600,quiescent,137.5,35,28,28.5,8,3,28,192,1,0.0991368,0.774435,8.30606e-19,4.91584e-13,0.827438,14.3,44
57,56,598,quiescent,96,0,28,33,8,2,28,192,1,0.0992547,0.776821,3.36527e-15,5.89007e-10,0.830348,14.3,44
40,35,587,quiescent,102.5,13,28,35,8,2,28,192,1,0.0991057,0.774038,3.00954e-18,1.36553e-12,0.82667,14.3,44
57,58,582,quiescent,134.5,29,28,31,8,3,28,192,1,0.0992633,0.77681,5.22413e-17,1.70468e-11,0.830563,14.3,44
54,61,592,quiescent,100.5,9,28,35,8,2,28,192,1,0.099098,0.773912,2.05385e-16,4.99034e-11,0.82648,14.3,44
54,66,596,quiescent,149,10,28,48.5,8,3,28,192,1,0.0991498,0.774778,1.50888e-18,9.54924e-13,0.827756,14.3,44
57,57,599,quiescent,107,22,28,48.5,8,2,28,192,1,0.0992573,0.776762,1.45016e-15,2.71304e-10,0.830412,14.3,44
41,35,603,quiescent,92,40,28,30,8,2,28,192,1,0.099155,0.774722,8.53811e-19,4.99129e-13,0.827886,14.3,44
52,66,606,quiescent,95.5,47,28,38,8,2,28,192,1,0.0991514,0.774752,4.38785e-18,2.34902e-12,0.827797,14.3,44
50,65,609,quiescent,93,42,28,29.5,8,2,28,192,1,0.0991683,0.774794,1.17782e-17,5.52805e-12,0.828213,14.3,44
55,46,609,alive,101.5,11,28,16,8,3,28,192,0,0.0994805,0.784455,5.65999e-14,9.71955e-09,0.827569,14.3,44
58,55,610,quiescent,98,4,28,30,8,2,28,192,1,0.0993093,0.778072,1.53267e-16,4.2135e-11,0.831701,14.3,44
52,43,605,quiescent,87.5,31,28,49.5,8,1,28,192,1,0.0995232,0.781804,7.38139e-14,8.08689e-09,0.837029,14.3,44
53,46,617,alive,51.5,7,28,23,8,1,28,192,0,0.0992567,0.779352,5.61179e-13,6.30513e-08,0.831598,14.3,44
39,35,626,alive,98.5,5,28,27,8,2,28,192,0,0.0989205,0.774227,4.48753e-19,2.58199e-13,0.826094,14.3,44
42,34,631,quiescent,150.5,13,28,30,8,4,28,192,1,0.099178,0.775197,3.34436e-20,3.28474e-14,0.828453,14.3,44
50,66,628,quiescent,114,36,28,49.5,8,2,28,192,1,0.0991669,0.774816,1.09596e-18,8.0022e-13,0.828178,14.3,44
38,34,625,alive,171,6,28,40,8,4,28,192,0.0414349,0.0990575,0.773265,2.42536e-20,2.75015e-14,0.825485,14.3,44
49,66,626,quiescent,139.5,39,28,38.5,8,3,28,192,1,0.0992053,0.775412,1.19288e-18,8.38607e-13,0.829128,14.3,44
49,65,625,quiescent,164.5,41,28,29,8,4,28,192,1,0.099204,0.77538,4.39344e-19,3.54102e-13,0.829095,14.3,44
51,42,627,quiescent,153.5,19,28,30,8,4,28,192,1,0.0995529,0.782129,7.8317e-16,1.89767e-10,0.837772,14.3,44
52,42,639,alive,191.5,47,28,23,8,5,28,192,0,0.0995154,0.783231,1.047e-16,3.35707e-11,0.837086,14.3,44
41,34,640,quiescent,99,6,28,39.5,8,2,28,192,1,0.0991151,0.774238,2.56884e-19,1.8846e-13,0.826903,14.3,44
38,58,640,quiescent,177.5,19,28,33,8,4,28,192,1,0.0991098,0.774836,8.07842e-18,3.27535e-12,0.826771,14.3,44
54,67,651,quiescent,142.5,45,28,31,8,3,28,192,1,0.0991065,0.77399,4.93607e-19,3.77648e-13,0.82669,14.3,44
51,66,660,quiescent,37.5,27,28,37.5,8,0,28,192,1,0.0991428,0.774548,3.98341e-18,2.22672e-12,0.827584,14.3,44
40,34,665,alive,71,46,28,1.5,8,2,28,192,0,0.0990711,0.569675,1.30529e-19,9.50745e-14,0.418983,14.3,44
42,33,666,quiescent,134,28,28,40,8,2,28,192,1,0.0991293,0.774594,7.52266e-20,7.01041e-14,0.827251,14.3,44
38,36,662,quiescent,129,18,28,29.5,8,3,28,192,1,0.0990968,0.774041,1.02126e-19,8.30126e-14,0.826453,14.3,44
48,67,664,quiescent,173,10,28,72,8,3,28,192,1,0.0992601,0.776292,3.5946e-19,3.16915e-13,0.830483,14.3,44
50,67,669,quiescent,125,10,28,32.5,8,2,28,192,1,0.0991634,0.77475,3.63217e-19,3.18742e-13,0.828092,14.3,44
40,33,670,quiescent,118,44,28,34.5,8,2,28,192,1,0.0990655,0.773306,8.93526e-20,7.71007e-14,0.825683,14.3,44
54,62,667,quiescent,42.5,37,28,42.5,8,0,28,192,1,0.099098,0.773893,5.77717e-16,1.20516e-10,0.826482,14.3,44
55,63,669,quiescent,106,20,28,39.5,8,2,28,192,1,0.0991043,0.774073,1.72726e-18,1.02902e-12,0.826636,14.3,44
37,58,666,quiescent,88.5,33,28,28,8,2,28,192,1,0.0990916,0.774613,2.39485e-17,8.14292e-12,0.826324,14.3,44
41,31,666,quiescent,161,34,28,28.5,8,4,28,192,1,0.0989874,0.772495,2.2899e-21,4.01315e-15,0.823766,14.3,44
43,33,671,quiescent,112.5,33,28,55,8,2,28,192,1,0.0991975,0.775768,2.39155e-20,2.72889e-14,0.828936,14.3,44
38,35,676,quiescent,67.5,39,28,35,8,1,28,192,1,0.0990606,0.773542,3.32624e-19,2.17403e-13,0.825561,14.3,44
41,41,679,alive,150.5,13,28,6.5,8,4,28,192,0,0.0992291,0.767883,3.27605e-19,1.58667e-13,0.606541,14.3,44
37,59,686,alive,62.5,29,28,4,8,2,28,192,0,0.0991424,0.721839,3.8037e-19,2.38633e-13,0.481382,14.3,44
42,32,688,quiescent,66.5,37,28,37.5,8,1,28,192,1,0.0990803,0.773947,7.29541e-20,6.89253e-14,0.826045,14.3,44
50,68,689,quiescent,144.5,1,28,38.5,8,3,28,192,1,0.0991594,0.774648,3.49409e-20,4.6996e-14,0.827993,14.3,44
43,34,682,alive,128.5,17,28,50.5,8,2,28,192,0.0414721,0.0992567,0.776472,1.11853e-19,8.72951e-14,0.830397,14.3,44
48,66,681,quiescent,109.5,27,28,44.5,8,2,28,192,1,0.099263,0.776351,3.71815e-19,3.22892e-13,0.830554,14.3,44
35,58,681,alive,122,4,28,34.5,8,3,28,192,0.0415489,0.0991101,0.774986,1.32047e-19,1.32957e-13,0.826778,14.3,44
49,67,686,quiescent,67.5,39,28,38.5,8,1,28,192,1,0.0992036,0.775356,3.67395e-19,3.20763e-13,0.829085,14.3,44
55,69,685,quiescent,121.5,3,28,40,8,2,28,192,1,0.0990578,0.773032,1.7917e-19,1.5818e-13,0.825494,14.3,44
43,38,681,alive,150.5,13,28,20,8,4,28,192,0,0.0993631,0.777028,1.13644e-18,5.84626e-13,0.828056,14.3,44
49,68,684,alive,73.5,3,28,5,8,2,28,192,0,0.0992127,0.746339,1.70359e-19,1.53835e-13,0.52803,14.3,44
47,66,680,quiescent,109,26,28,28,8,2,28,192,1,0.0993395,0.777644,4.22323e-19,3.46451e-13,0.832451,14.3,44
60,66,682,quiescent,181.5,27,28,33,8,4,28,192,1,0.0990801,0.773285,1.18525e-20,1.36901e-14,0.826042,14.3,44
55,62,681,quiescent,127,14,28,51.5,8,2,28,192,1,0.0991095,0.774131,1.74532e-18,1.03495e-12,0.826765,14.3,44
41,33,676,quiescent,74,4,28,39,8,1,28,192,1,0.0990724,0.77369,7.51875e-20,7.00832e-14,0.825853,14.3,44
43,32,678,quiescent,77,10,28,33.5,8,1,28,192,1,0.0991504,0.77512,2.26332e-20,2.647e-14,0.827772,14.3,44
54,47,676,alive,53.5,11,28,10,8,1,28,192,0,0.0993847,0.786817,2.6871e-12,2.84174e-07,0.755859,14.3,44
39,56,676,quiescent,97,2,28,37.5,8,2,28,192,1,0.0990096,0.772689,7.0022e-18,3.02645e-12,0.82431,14.3,44
42,31,680,quiescent,128,16,28,28,8,2,28,192,1,0.0990377,0.773323,7.13951e-21,1.02594e-14,0.825,14.3,44
58,66,685,quiescent,181.5,27,28,53,8,4,28,192,1,0.0990695,0.773021,1.09292e-20,1.30898e-14,0.82578,14.3,44
54,70,683,quiescent,156,24,28,34.5,8,4,28,192,1,0.0991032,0.773719,4.26716e-21,7.90627e-15,0.826609,14.3,44
37,57,686,quiescent,100,8,28,31,8,2,28,192,1,0.0990487,0.77369,2.40233e-17,8.15699e-12,0.82527,14.3,44
36,58,688,quiescent,59,22,28,28.5,8,1,28,192,1,0.0990776,0.774515,2.50032e-19,1.89231e-13,0.825979,14.3,44
37,35,681,quiescent,120,0,28,30,8,2,28,192,1,0.0990621,0.773677,3.661e-20,3.4532e-14,0.825597,14.3,44
43,31,682,quiescent,107.5,23,28,35.5,8,2,28,192,1,0.0991054,0.774404,6.06732e-21,9.37669e-15,0.826663,14.3,44
39,37,684,quiescent,93.5,43,28,34,8,2,28,192,1,0.099135,0.774464,3.40047e-20,3.3151e-14,0.827393,14.3,44
30,54,682,quiescent,113.5,35,28,35,8,2,28,192,1,0.0985908,0.766182,4.38306e-20,5.30214e-14,0.814116,14.3,44
49,69,680,quiescent,128.5,17,28,39,8,3,28,192,1,0.0991856,0.775019,1.05619e-20,1.77907e-14,0.828641,14.3,44
44,33,681,quiescent,100,8,28,37,8,2,28,192,1,0.0992854,0.7773,2.40777e-20,2.73911e-14,0.83111,14.3,44
36,59,686,alive,97,2,28,16.5,8,2,28,192,0,0.099098,0.779328,1.45757e-19,1.4042e-13,0.820178,14.3,44
48,68,690,quiescent,83.5,23,28,49.5,8,1,28,192,1,0.0992444,0.776005,1.08037e-19,1.19592e-13,0.830093,14.3,44
37,37,686,quiescent,109,26,28,33,8,2,28,192,1,0.0991405,0.77486,3.17823e-20,3.19351e-14,0.827527,14.3,44
55,47,683,quiescent,68.5,41,28,38.5,8,1,28,192,1,0.0994469,0.780489,1.47877e-13,2.25336e-08,0.835122,14.3,44
41,39,684,alive,83,22,28,42.5,8,1,28,192,0.0416519,0.0992457,0.775657,1.23472e-17,4.06307e-12,0.830126,14.3,44
56,47,685,alive,181.5,27,28,36,8,4,28,192,0.0416329,0.0995309,0.781864,1.1092e-16,3.49783e-11,0.837222,14.3,44
57,69,687,quiescent,92.5,41,28,35,8,2,28,192,1,0.0990265,0.772198,5.86739e-20,6.25904e-14,0.824724,14.3,44
40,39,691,alive,75.5,7,28,3.5,8,2,28,192,0,0.0991961,0.698296,1.1932e-18,4.4202e-13,0.459231,14.3,44
46,58,691,quiescent,60.5,25,28,60.5,8,0,28,192,1,0.0991184,0.774006,4.62007e-14,4.69232e-09,0.826983,14.3,44
29,48,697,alive,101.5,11,28,5,8,3,28,192,0,0.0986802,0.733563,1.36885e-20,1.49592e-14,0.508517,14.3,44
38,50,699,quiescent,155,22,28,32,8,4,28,192,1,0.098868,0.769691,3.64096e-16,9.27693e-11,0.820844,14.3,44
40,40,704,alive,109,26,28,16,8,3,28,192,0,0.0991869,0.777216,3.98685e-20,3.69176e-14,0.816915,14.3,44
57,68,705,quiescent,155,22,28,30.5,8,3,28,192,1,0.0990343,0.772335,1.59014e-20,2.23063e-14,0.824915,14.3,44
37,45,702,alive,117.5,43,28,18.5,8,3,28,192,0,0.0990571,0.774102,1.48337e-19,1.0239e-13,0.820199,14.3,44
56,70,707,quiescent,136,32,28,34.5,8,2,28,192,1,0.0990508,0.772745,6.83994e-20,6.81292e-14,0.825322,14.3,44
41,38,707,quiescent,34,20,28,34,8,0,28,192,1,0.0992179,0.775494,2.25206e-17,5.68353e-12,0.829438,14.3,44
40,37,710,quiescent,29.5,11,28,29.5,8,0,28,192,1,0.0991612,0.774748,8.86838e-19,5.09713e-13,0.828038,14.3,44
48,65,712,quiescent,57.5,19,28,28,8,1,28,192,1,0.0992674,0.776327,3.93289e-19,3.33073e-13,0.830663,14.3,44
47,64,714,quiescent,95,46,28,30,8,2,28,192,1,0.0993318,0.777371,1.38085e-19,1.3697e-13,0.832261,14.3,44
55,70,720,quiescent,113.5,35,28,35.5,8,2,28,192,1,0.0990691,0.773223,2.99105e-20,4.31259e-14,0.825771,14.3,44
61,67,718,quiescent,140,40,28,42.5,8,3,28,192,1,0.0990364,0.772428,1.10205e-20,1.31501e-14,0.824967,14.3,44
55,60,720,alive,138.5,37,28,28.5,8,3,28,192,0.0413215,0.0991163,0.774955,8.24389e-18,3.32888e-12,0.826931,14.3,44
58,64,724,quiescent,97.5,3,28,29,8,2,28,192,1,0.0991686,0.774777,1.3019e-19,9.57222e-14,0.828222,14.3,44
48,63,727,alive,165.5,43,28,97.5,8,2,28,192,0.041425,0.0992541,0.776058,5.01105e-19,3.80813e-13,0.830333,14.3,44
35,45,730,alive,183,30,28,25.5,8,4,28,192,0,0.0991207,0.773511,2.46946e-22,4.63886e-16,0.824685,14.3,44
32,47,736,quiescent,191,46,28,55,8,4,28,192,1,0.0989565,0.770779,9.00943e-22,1.78816e-15,0.823007,14.3,44
36,57,737,quiescent,71.5,47,28,40.5,8,1,28,192,1,0.0990487,0.773807,7.21656e-18,3.0773e-12,0.82527,14.3,44
44,45,734,quiescent,82,20,28,31,8,1,28,192,1,0.0990786,0.77334,1.1986e-14,1.60515e-09,0.826004,14.3,44
40,31,744,quiescent,80.5,17,28,35,8,1,28,192,1,0.0989509,0.771884,6.49832e-21,9.73929e-15,0.822872,14.3,44
48,69,740,quiescent,93.5,43,28,35.5,8,2,28,192,1,0.0992227,0.775639,1.07726e-20,1.79861e-14,0.829556,14.3,44
49,64,741,quiescent,44,40,28,44,8,0,28,192,1,0.0992053,0.775308,1.29134e-17,5.81656e-12,0.829126,14.3,44
28,48,743,quiescent,83,22,28,38.5,8,1,28,192,1,0.0986033,0.765799,2.36681e-20,2.76049e-14,0.814418,14.3,44
37,36,740,quiescent,102.5,13,28,37.5,8,2,28,192,1,0.099104,0.774277,1.14647e-20,1.33304e-14,0.826628,14.3,44
34,47,741,quiescent,175.5,15,28,31,8,4,28,192,1,0.0989886,0.771467,1.17083e-21,2.06691e-15,0.823794,14.3,44
45,32,749,alive,171,6,28,27,8,3,28,192,0,0.0991434,0.778662,2.50801e-21,4.22019e-15,0.832503,14.3,44
38,57,750,quiescent,29,10,28,29,8,0,28,192,1,0.0990542,0.773685,8.4239e-17,2.2252e-11,0.825405,14.3,44
31,55,751,quiescent,168,0,28,82,8,2,28,192,1,0.0986915,0.767977,1.16645e-20,1.87068e-14,0.816553,14.3,44
38,56,752,quiescent,75,6,28,45.5,8,1,28,192,1,0.0990053,0.772676,6.42658e-18,2.88627e-12,0.824205,14.3,44
44,31,753,alive,121,2,28,11,8,3,28,192,0,0.099161,0.782243,7.83358e-22,1.62678e-15,0.768677,14.3,44
41,32,756,quiescent,70.5,45,28,35.5,8,1,28,192,1,0.0990259,0.773075,2.8913e-20,3.03074e-14,0.82471,14.3,44
39,38,759,quiescent,91,38,28,53,8,1,28,192,1,0.0991565,0.774759,7.77841e-19,3.48907e-13,0.827924,14.3,44
38,46,755,quiescent,89.5,35,28,28.5,8,1,28,192,1,0.0990053,0.772702,9.71863e-17,2.39986e-11,0.824205,14.3,44
38,37,757,quiescent,72,0,28,42,8,1,28,192,1,0.0991297,0.774502,3.45033e-20,3.34189e-14,0.827262,14.3,44
47,69,756,quiescent,104,16,28,28.5,8,2,28,192,1,0.0992708,0.776468,1.02003e-20,1.74515e-14,0.830747,14.3,44
47,67,754,quiescent,87,30,28,59,8,1,28,192,1,0.0993427,0.777695,1.11114e-19,1.21463e-13,0.832531,14.3,44
47,41,756,alive,161,34,28,10.5,8,4,28,192,0,0.0994818,0.786679,6.07567e-18,2.74565e-12,0.768528,14.3,44
58,65,755,quiescent,177,18,28,37,8,4,28,192,1,0.0991021,0.773788,1.10346e-21,1.98228e-15,0.826583,14.3,44
29,49,753,quiescent,132,24,28,32,8,2,28,192,1,0.0986095,0.766016,9.38497e-21,1.21418e-14,0.814569,14.3,44
39,48,752,quiescent,65,34,28,29.5,8,1,28,192,1,0.098915,0.770714,3.65442e-14,4.09593e-09,0.821992,14.3,44
44,30,754,quiescent,122.5,5,28,58,8,2,28,192,1,0.0991211,0.774818,1.68588e-21,3.38812e-15,0.827051,14.3,44
51,72,755,quiescent,146,4,28,34,8,3,28,192,0.0414445,0.0991905,0.775652,3.25633e-21,6.80877e-15,0.828762,14.3,44
39,39,759,quiescent,60,24,28,28,8,1,28,192,1,0.0991658,0.774958,1.19053e-19,9.21525e-14,0.828153,14.3,44
57,70,763,quiescent,126,12,28,48.5,8,2,28,192,1,0.0990342,0.772267,1.65251e-20,2.27858e-14,0.824913,14.3,44
50,64,761,quiescent,33.5,19,28,33.5,8,0,28,192,1,0.0991618,0.77467,3.83815e-17,1.44816e-11,0.828053,14.3,44
36,35,760,quiescent,100.5,9,28,39.5,8,2,28,192,1,0.099074,0.774059,1.92088e-21,3.6416e-15,0.825892,14.3,44
36,46,764,quiescent,115.5,39,28,31.5,8,2,28,192,1,0.0989966,0.771871,1.45058e-19,1.01132e-13,0.82399,14.3,44
39,40,766,quiescent,66,36,28,28,8,1,28,192,1,0.0991725,0.775117,1.18067e-19,9.17297e-14,0.828316,14.3,44
47,65,769,quiescent,60.5,25,28,31,8,1,28,192,1,0.0993398,0.777542,1.22141e-19,1.27986e-13,0.832458,14.3,44
29,55,771,quiescent,163,38,28,32,8,3,28,192,1,0.0985373,0.765579,4.00491e-21,7.5983e-15,0.812826,14.3,44
60,67,773,quiescent,88.5,33,28,33,8,1,28,192,1,0.099041,0.772393,3.50274e-20,3.39769e-14,0.825079,14.3,44
48,64,776,quiescent,35,22,28,35,8,0,28,192,1,0.099262,0.776211,4.68113e-19,3.66739e-13,0.830528,14.3,44
47,68,775,quiescent,90,36,28,55,8,1,28,192,1,0.0993081,0.777104,1.05649e-19,1.18123e-13,0.831671,14.3,44
43,57,777,alive,111.5,31,28,27,8,2,28,192,0,0.0991322,0.774546,3.17201e-15,7.86095e-10,0.825732,14.3,44
47,42,776,quiescent,66,36,28,36,8,1,28,192,1,0.0993768,0.778568,2.00437e-14,2.11705e-09,0.833377,14.3,44
59,62,772,quiescent,166.5,45,28,29.5,8,3,28,192,1,0.0992534,0.776551,1.17727e-20,1.3639e-14,0.830316,14.3,44
38,49,774,quiescent,98.5,5,28,32,8,2,28,192,1,0.0988812,0.769985,6.00064e-16,1.22529e-10,0.821167,14.3,44
56,71,775,quiescent,163,38,28,36.5,8,4,28,192,1,0.0990764,0.773147,1.09502e-21,2.73397e-15,0.82595,14.3,44
47,63,777,quiescent,126.5,13,28,47,8,2,28,192,1,0.0993227,0.777149,1.4728e-19,1.4194e-13,0.832033,14.3,44
61,68,778,quiescent,119.5,47,28,43.5,8,2,28,192,1,0.0990057,0.77167,1.17299e-20,1.36116e-14,0.824214,14.3,44
49,70,771,quiescent,121,2,28,37.5,8,2,28,192,1,0.0991966,0.77499,1.0767e-20,1.7981e-14,0.828913,14.3,44
46,42,777,quiescent,124,8,28,54.5,8,2,28,192,1,0.0993302,0.777619,7.08846e-17,2.00702e-11,0.832221,14.3,44
57,63,778,quiescent,77,10,28,48.5,8,1,28,192,1,0.0991296,0.774459,1.25864e-19,9.39504e-14,0.827259,14.3,44
45,34,777,alive,162,36,28,14,8,5,28,192,0,0.0994642,0.782981,3.28295e-23,1.11132e-16,0.814935,14.3,44
50,63,782,quiescent,28.5,9,28,28.5,8,0,28,192,1,0.0991523,0.774504,8.70438e-17,2.27722e-11,0.827819,14.3,44
35,46,784,quiescent,98.5,5,28,33.5,8,2,28,192,1,0.0990177,0.77216,7.68337e-22,1.18454e-15,0.824508,14.3,44
30,47,785,quiescent,127,14,28,29,8,3,28,192,1,0.0988183,0.768662,8.30326e-22,1.70926e-15,0.819633,14.3,44
37,56,791,quiescent,154.5,21,28,37,8,3,28,192,1,0.0990183,0.772928,2.33692e-19,1.82295e-13,0.824524,14.3,44
48,70,790,quiescent,85.5,27,28,57,8,1,28,192,1,0.0992029,0.775305,1.00791e-20,1.73364e-14,0.829068,14.3,44
57,62,792,quiescent,73.5,3,28,31,8,1,28,192,1,0.0991521,0.774941,5.83559e-19,4.1426e-13,0.827815,14.3,44
38,38,791,quiescent,46.5,45,28,46.5,8,0,28,192,1,0.09915,0.77486,3.72436e-20,3.48612e-14,0.827763,14.3,44
50,42,789,quiescent,101,10,28,31.5,8,2,28,192,1,0.099519,0.781366,1.32956e-15,2.54357e-10,0.836923,14.3,44
61,66,793,alive,185.5,35,28,8.5,8,5,28,192,0,0.0990958,0.778314,4.89037e-22,9.27201e-16,0.692971,14.3,44
44,59,794,alive,146,4,28,27.5,8,3,28,192,0,0.0992327,0.77675,1.00158e-17,6.91769e-12,0.82908,14.3,44
37,46,805,quiescent,67,38,28,38.5,8,1,28,192,1,0.0989897,0.77191,4.20179e-20,3.78471e-14,0.823822,14.3,44
38,55,806,quiescent,103,14,28,39,8,1,28,192,1,0.098956,0.771642,2.20651e-18,1.17235e-12,0.822995,14.3,44
55,71,806,quiescent,74.5,5,28,43,8,1,28,192,1,0.0990996,0.773721,6.20626e-20,6.45639e-14,0.82652,14.3,44
46,66,807,alive,164,40,28,1.5,8,5,28,192,0,0.099439,0.578043,2.0702e-21,3.88791e-15,0.423372,14.3,44
47,43,808,quiescent,63,30,28,32.5,8,1,28,192,1,0.0992985,0.777182,1.70939e-13,1.75704e-08,0.831434,14.3,44
45,43,812,quiescent,106,20,28,42,8,1,28,192,1,0.0992227,0.77567,1.58279e-13,1.70204e-08,0.829557,14.3,44
36,36,816,quiescent,74.5,5,28,42.5,8,1,28,192,1,0.09912,0.774741,1.09406e-20,1.299e-14,0.827023,14.3,44
44,32,817,alive,77.5,11,28,13,8,2,28,192,0,0.0991997,0.781318,2.67919e-21,4.37709e-15,0.799729,14.3,44
46,68,819,alive,145.5,3,28,14,8,3,28,192,0,0.09942,0.782992,4.02578e-21,7.65605e-15,0.811423,14.3,44
44,44,818,quiescent,110.5,29,28,37.5,8,2,28,192,1,0.099141,0.774245,3.63528e-16,9.17109e-11,0.82754,14.3,44
37,38,821,quiescent,65.5,35,28,28,8,1,28,192,1,0.099172,0.775351,1.1217e-20,1.31705e-14,0.828306,14.3,44
38,48,818,quiescent,32.5,17,28,32.5,8,0,28,192,1,0.0989081,0.770518,2.28074e-15,3.48711e-10,0.821824,14.3,44
43,45,819,quiescent,63,30,28,33.5,8,1,28,192,1,0.0990722,0.773184,7.79959e-14,8.51347e-09,0.825846,14.3,44
51,62,816,quiescent,38,28,28,38,8,0,28,192,1,0.0991129,0.773904,8.56321e-16,1.49807e-10,0.826849,14.3,44
30,55,819,quiescent,69,42,28,28,8,1,28,192,1,0.0986124,0.766782,1.16827e-20,1.8723e-14,0.814638,14.3,44
56,61,820,quiescent,47,46,28,47,8,0,28,192,1,0.0991505,0.774905,6.44179e-17,1.92812e-11,0.827775,14.3,44
43,30,816,quiescent,131,22,28,101,8,1,28,192,1,0.0990552,0.773621,1.96226e-21,3.68477e-15,0.825429,14.3,44
50,62,820,quiescent,68.5,41,28,32,8,1,28,192,1,0.0991454,0.774341,4.99804e-19,3.80266e-13,0.827648,14.3,44
44,29,825,quiescent,135,30,28,35.5,8,3,28,192,1,0.0990606,0.773865,1.43976e-22,4.67729e-16,0.825562,14.3,44
37,41,827,quiescent,119,46,28,38,8,2,28,192,1,0.0991877,0.775431,7.51175e-21,7.76595e-15,0.828693,14.3,44
50,72,828,quiescent,116.5,41,28,40,8,2,28,192,1,0.0991902,0.77517,2.6921e-21,6.12886e-15,0.828755,14.3,44
37,49,831,quiescent,93,42,28,29,8,2,28,192,1,0.0988809,0.7699,3.62208e-16,9.2503e-11,0.82116,14.3,44
46,61,832,quiescent,148.5,9,28,29,8,3,28,192,1,0.099324,0.777421,1.11319e-18,8.06966e-13,0.832066,14.3,44
46,69,834,quiescent,118.5,45,28,38,8,2,28,192,1,0.0993288,0.777475,3.50765e-21,7.09451e-15,0.832185,14.3,44
38,40,836,quiescent,87.5,31,28,36.5,8,1,28,192,1,0.0991736,0.77521,3.78093e-20,3.58509e-14,0.828344,14.3,44
27,48,836,quiescent,109.5,27,28,48,8,2,28,192,1,0.0985341,0.764866,1.9531e-21,3.73925e-15,0.812749,14.3,44
37,55,839,quiescent,167.5,47,28,40,8,4,28,192,1,0.0989608,0.771732,5.69014e-20,6.12326e-14,0.823114,14.3,44
39,30,840,quiescent,150.5,13,28,45,8,3,28,192,1,0.0988856,0.770855,1.63619e-22,5.01999e-16,0.821276,14.3,44
35,47,841,quiescent,70,44,28,40,8,1,28,192,1,0.0989629,0.771152,1.22918e-20,1.40952e-14,0.823166,14.3,44
29,54,844,quiescent,129.5,19,28,28,8,3,28,192,1,0.0985217,0.765146,1.20307e-21,2.86649e-15,0.81245,14.3,44
