location[0],location[1],index,state,age,if_migra,mature,div_time,maxDiv,nDiv,cell_cycle,life_span,prob,prob_0,EGF_R,IGF_R,AKT,ERK,a_ERK,a_AKT
38,47,844,quiescent,37,26,28,37,8,0,28,192,1,0.0989488,0.771281,3.62603e-14,4.07831e-09,0.822821,14.3,44
37,47,846,quiescent,29,10,28,29,8,0,28,192,1,0.0989449,0.771094,4.89965e-19,2.70239e-13,0.822724,14.3,44
46,64,848,quiescent,118,44,28,42,8,2,28,192,1,0.0994233,0.778845,1.19096e-20,1.90123e-14,0.834535,14.3,44
40,30,851,quiescent,72,0,28,41,8,1,28,192,1,0.0989143,0.771317,5.06317e-21,8.48406e-15,0.821977,14.3,44
53,69,848,alive,139.5,39,28,18,8,3,28,192,0,0.0990986,0.775444,1.22261e-21,2.90567e-15,0.820346,14.3,44
54,69,848,quiescent,32,16,28,32,8,0,28,192,1,0.0990779,0.773449,1.89026e-19,1.62933e-13,0.825988,14.3,44
36,38,845,alive,162.5,37,28,34.5,8,4,28,192,0.041517,0.0992537,0.776681,3.54654e-22,7.69937e-16,0.830324,14.3,44
46,62,853,quiescent,150.5,13,28,47.5,8,3,28,192,1,0.0993806,0.778026,6.43963e-20,6.58989e-14,0.833473,14.3,44
42,46,854,quiescent,61,26,28,31.5,8,1,28,192,1,0.0990253,0.772496,2.191e-14,3.0945e-09,0.824695,14.3,44
62,68,846,quiescent,123.5,7,28,28.5,8,3,28,192,1,0.0990095,0.771754,9.51987e-22,1.82689e-15,0.824308,14.3,44
40,54,848,alive,111.5,31,28,28,8,2,28,192,0.0414088,0.0988854,0.771373,4.54255e-15,6.97012e-10,0.82127,14.3,44
45,60,847,alive,133.5,27,28,37.5,8,3,28,192,0.0415493,0.0993308,0.777385,1.15986e-18,8.25499e-13,0.832236,14.3,44
52,29,854,quiescent,101.5,11,28,35.5,8,2,28,192,1,0.0990269,0.773354,6.81474e-22,1.50597e-15,0.824734,14.3,44
38,39,854,quiescent,42.5,37,28,42.5,8,0,28,192,1,0.0991656,0.7751,8.15949e-19,3.58256e-13,0.828147,14.3,44
39,41,855,quiescent,63,30,28,30,8,1,28,192,1,0.0991933,0.775409,3.6591e-20,3.52075e-14,0.82883,14.3,44
60,68,856,quiescent,105.5,19,28,31,8,2,28,192,1,0.099011,0.771724,3.08135e-21,4.76801e-15,0.824345,14.3,44
53,30,863,quiescent,139.5,39,28,28,8,3,28,192,1,0.0990214,0.773366,2.76761e-22,6.71204e-16,0.8246,14.3,44
47,71,865,quiescent,128.5,17,28,33,8,2,28,192,1,0.0992105,0.775407,8.57635e-22,2.38847e-15,0.829255,14.3,44
37,48,865,quiescent,44,40,28,44,8,0,28,192,1,0.0989073,0.770402,1.89735e-15,3.1567e-10,0.821804,14.3,44
47,70,866,quiescent,65,34,28,34.5,8,1,28,192,1,0.0992378,0.775892,3.19097e-21,6.73287e-15,0.829931,14.3,44
56,72,868,quiescent,141.5,43,28,30,8,3,28,192,1,0.0991155,0.773801,1.1777e-21,2.84623e-15,0.826911,14.3,44
34,46,869,alive,143,46,28,38.5,8,3,28,192,0.0413852,0.0990485,0.772645,6.79072e-23,1.66657e-16,0.825263,14.3,44
45,33,871,alive,122.5,5,28,11.5,8,3,28,192,0,0.099371,0.784636,9.59166e-23,2.74077e-16,0.785303,14.3,44
57,65,868,quiescent,81.5,19,28,28.5,8,1,28,192,1,0.0990832,0.773539,2.07354e-19,1.71486e-13,0.826117,14.3,44
54,71,870,quiescent,65,34,28,31,8,1,28,192,1,0.0991355,0.77427,4.10184e-21,7.73543e-15,0.827405,14.3,44
36,47,883,quiescent,57.5,19,28,29.5,8,1,28,192,1,0.09895,0.771054,1.35398e-20,1.48429e-14,0.822849,14.3,44
42,27,880,quiescent,135.5,31,28,31.5,8,3,28,192,1,0.0988786,0.770436,5.73276e-23,2.06199e-16,0.821104,14.3,44
41,30,883,quiescent,107.5,23,28,79,8,1,28,192,1,0.0989539,0.771976,6.19627e-22,1.42899e-15,0.822946,14.3,44
54,72,881,alive,167.5,47,28,32,8,4,28,192,0.0415725,0.0991663,0.775417,5.83363e-22,1.41573e-15,0.828165,14.3,44
49,71,882,quiescent,99.5,7,28,31,8,2,28,192,0.0414667,0.0991335,0.774972,1.09445e-21,2.73317e-15,0.827355,14.3,44
53,72,891,alive,83.5,23,28,26,8,2,28,192,0,0.0991871,0.775688,1.20119e-21,2.87741e-15,0.827099,14.3,44
49,72,897,quiescent,76.5,9,28,33.5,8,1,28,192,1,0.099178,0.774923,2.50181e-21,5.88543e-15,0.828453,14.3,44
61,63,902,alive,186.5,37,28,24.5,8,4,28,192,0,0.0992479,0.776265,4.6803e-21,6.03527e-15,0.828071,14.3,44
31,47,905,quiescent,169.5,3,28,52.5,8,4,28,192,1,0.0988735,0.769778,7.96273e-23,2.51582e-16,0.820981,14.3,44
27,47,905,quiescent,149.5,11,28,42,8,3,28,192,1,0.0985829,0.765602,2.34343e-22,6.22961e-16,0.813925,14.3,44
56,62,908,quiescent,90,36,28,40,8,1,28,192,1,0.0991266,0.774486,5.37819e-19,3.95981e-13,0.827184,14.3,44
48,71,909,quiescent,69,42,28,40,8,1,28,192,1,0.0991874,0.775046,8.78187e-21,1.6065e-14,0.828685,14.3,44
39,29,911,quiescent,112,32,28,37.5,8,2,28,192,1,0.098846,0.770205,1.55329e-22,4.87775e-16,0.820308,14.3,44
45,30,912,alive,168.5,1,28,11,8,5,28,192,0,0.0991864,0.782922,8.66896e-24,3.90403e-17,0.77019,14.3,44
37,39,911,quiescent,40.5,33,28,40.5,8,0,28,192,1,0.0991853,0.775574,1.18156e-20,1.35545e-14,0.828633,14.3,44
36,49,913,quiescent,100,8,28,38.5,8,2,28,192,1,0.0988816,0.76983,1.09374e-16,3.49983e-11,0.821177,14.3,44
26,47,916,quiescent,101.5,11,28,33,8,2,28,192,1,0.0985028,0.764498,5.82454e-22,1.40498e-15,0.811993,14.3,44
51,61,911,quiescent,59,22,28,59,8,0,28,192,1,0.0991011,0.773698,5.65694e-15,7.90763e-10,0.826557,14.3,44
40,42,912,quiescent,152.5,17,28,32.5,8,3,28,192,1,0.0992055,0.775403,7.98098e-20,5.33113e-14,0.829133,14.3,44
36,48,913,quiescent,32.5,17,28,32.5,8,0,28,192,1,0.0989098,0.770344,1.29142e-20,1.44853e-14,0.821866,14.3,44
42,30,911,quiescent,83,22,28,54,8,1,28,192,1,0.0990028,0.772724,1.95209e-21,3.67419e-15,0.824142,14.3,44
50,61,907,quiescent,32,16,28,32,8,0,28,192,1,0.0991351,0.774144,4.98507e-19,3.7972e-13,0.827395,14.3,44
60,69,908,quiescent,99,6,28,30,8,2,28,192,1,0.0989905,0.771239,5.39191e-21,8.99801e-15,0.823841,14.3,44
39,54,910,quiescent,69,42,28,38.5,8,1,28,192,1,0.0989204,0.770813,1.34416e-15,2.60851e-10,0.822125,14.3,44
46,63,911,quiescent,149.5,11,28,45.5,8,3,28,192,1,0.0994057,0.778516,1.47852e-20,2.14272e-14,0.834097,14.3,44
43,29,912,quiescent,66.5,37,28,31.5,8,1,28,192,1,0.0990123,0.772883,4.67469e-22,1.22284e-15,0.824375,14.3,44
48,41,912,alive,137,34,28,40,8,3,28,192,0.041596,0.0995531,0.781503,6.48733e-16,1.25387e-10,0.837776,14.3,44
27,49,911,quiescent,154.5,21,28,65.5,8,3,28,192,1,0.0984981,0.764388,2.06961e-22,5.81601e-16,0.811881,14.3,44
43,28,912,quiescent,82,20,28,40,8,1,28,192,1,0.0989657,0.77206,4.43326e-22,1.18751e-15,0.823234,14.3,44
42,45,914,alive,96.5,1,28,4.5,8,2,28,192,0,0.0991337,0.730219,1.69141e-15,2.96345e-10,0.498103,14.3,44
52,41,908,alive,166,44,28,19.5,8,4,28,192,0,0.0996394,0.784973,4.29977e-18,2.26786e-12,0.838147,14.3,44
41,29,919,quiescent,69,42,28,38.5,8,1,28,192,1,0.098938,0.771685,1.34815e-21,2.99417e-15,0.822555,14.3,44
45,61,919,alive,122,4,28,17,8,3,28,192,0,0.0994335,0.78022,3.27858e-19,3.01126e-13,0.825125,14.3,44
52,69,919,alive,120,0,28,5.5,8,3,28,192,0,0.0991391,0.754432,5.30447e-20,5.91972e-14,0.551946,14.3,44
54,29,920,quiescent,110.5,29,28,37.5,8,2,28,192,1,0.0988409,0.770435,8.20457e-22,1.66872e-15,0.820185,14.3,44
36,41,924,quiescent,78.5,13,28,45.5,8,1,28,192,1,0.0992162,0.776031,7.04276e-21,7.49404e-15,0.829397,14.3,44
46,70,926,quiescent,70.5,45,28,40.5,8,1,28,192,1,0.09928,0.77663,3.07054e-21,6.59121e-15,0.830976,14.3,44
62,66,927,alive,178,20,28,38,8,4,28,192,0.0415399,0.0990886,0.773853,1.10601e-22,2.98985e-16,0.826249,14.3,44
41,52,927,alive,49,2,28,15,8,1,28,192,0,0.0989245,0.774486,5.09919e-13,4.46727e-08,0.802723,14.3,44
61,69,931,quiescent,62.5,29,28,31.5,8,1,28,192,1,0.0989828,0.771014,2.87249e-21,4.58654e-15,0.823653,14.3,44
56,63,928,quiescent,30.5,13,28,30.5,8,0,28,192,1,0.0991122,0.774169,1.98963e-18,1.1127e-12,0.82683,14.3,44
56,69,929,quiescent,60,24,28,60,8,0,28,192,1,0.09904,0.772599,3.10513e-20,4.40277e-14,0.825056,14.3,44
57,64,930,quiescent,60.5,25,28,28.5,8,1,28,192,1,0.0991056,0.774009,3.57533e-21,5.17653e-15,0.826669,14.3,44
55,72,934,quiescent,61.5,27,28,29.5,8,1,28,192,1,0.099147,0.774527,2.83871e-21,6.31125e-15,0.827688,14.3,44
52,28,943,alive,107,22,28,12.5,8,2,28,192,0,0.0989106,0.778108,2.59077e-22,6.47144e-16,0.784119,14.3,44
46,71,948,quiescent,71.5,47,28,29,8,1,28,192,1,0.0992394,0.775913,1.09445e-21,2.73317e-15,0.82997,14.3,44
49,42,945,quiescent,59.5,23,28,28,8,1,28,192,1,0.0995108,0.780881,1.73956e-15,2.95104e-10,0.836719,14.3,44
37,50,944,alive,101.5,11,28,33,8,2,28,192,0.0415372,0.0988632,0.770196,5.53736e-17,1.76561e-11,0.820729,14.3,44
35,48,946,quiescent,92.5,41,28,50,8,1,28,192,1,0.098915,0.770339,4.26662e-21,5.74963e-15,0.821993,14.3,44
40,29,943,quiescent,142,44,28,30.5,8,3,28,192,1,0.0988842,0.770815,2.49228e-23,9.54282e-17,0.821241,14.3,44
61,65,945,quiescent,159.5,31,28,37.5,8,4,28,192,1,0.0991341,0.774377,3.82224e-22,8.09102e-16,0.827369,14.3,44
37,40,953,quiescent,73.5,3,28,37.5,8,1,28,192,1,0.0992279,0.775851,1.17421e-20,1.3776e-14,0.829687,14.3,44
38,54,955,alive,121.5,3,28,2,8,3,28,192,0,0.0989246,0.608788,1.99435e-17,7.36213e-12,0.421955,14.3,44
42,26,955,quiescent,162,36,28,45.5,8,3,28,192,1,0.0988181,0.769254,1.53919e-23,7.31065e-17,0.819629,14.3,44
31,48,957,alive,83.5,23,28,4.5,8,2,28,192,0,0.0988276,0.723546,1.5657e-21,2.42718e-15,0.489302,14.3,44
56,68,956,quiescent,38,28,28,38,8,0,28,192,1,0.0990432,0.772687,1.86198e-19,1.6158e-13,0.825135,14.3,44
56,64,959,quiescent,95,46,28,43,8,1,28,192,1,0.0991014,0.77394,6.17905e-19,4.27567e-13,0.826565,14.3,44
52,30,958,quiescent,116.5,41,28,29,8,2,28,192,1,0.0991216,0.774943,2.5647e-21,4.27213e-15,0.827063,14.3,44
62,69,964,quiescent,133.5,27,28,28,8,3,28,192,1,0.0989971,0.771072,3.38794e-22,7.56906e-16,0.824003,14.3,44
51,59,958,quiescent,38,28,28,38,8,0,28,192,1,0.0990631,0.77314,5.39148e-14,5.03198e-09,0.825622,14.3,44
33,55,952,alive,155.5,23,28,44.5,8,3,28,192,0.0412927,0.0988272,0.77022,1.21881e-21,2.88716e-15,0.81985,14.3,44
39,59,957,quiescent,35,22,28,35,8,0,28,192,1,0.0992076,0.776419,8.07002e-18,3.27347e-12,0.829183,14.3,44
38,60,959,alive,71.5,47,28,2,8,2,28,192,0,0.0992432,0.61908,1.26747e-20,1.43614e-14,0.426286,14.3,44
37,51,963,alive,146.5,5,28,32,8,3,28,192,0.0414419,0.0988548,0.770189,1.04236e-17,5.13375e-12,0.820523,14.3,44
37,54,965,quiescent,110.5,29,28,30.5,8,2,28,192,1,0.0989029,0.770957,2.02559e-19,1.68442e-13,0.821698,14.3,44
48,72,968,quiescent,124.5,9,28,31.5,8,3,28,192,1,0.0991773,0.774869,9.20686e-23,3.7418e-16,0.828436,14.3,44
39,51,964,quiescent,42,36,28,42,8,0,28,192,1,0.098871,0.769686,9.40493e-14,9.41895e-09,0.820917,14.3,44
34,55,967,alive,112.5,33,28,7,8,3,28,192,0,0.0988846,0.769163,5.7106e-22,1.39263e-15,0.622217,14.3,44
59,69,969,quiescent,72,0,28,40.5,8,1,28,192,1,0.0990013,0.771514,1.12462e-20,1.32983e-14,0.824106,14.3,44
38,29,970,quiescent,98.5,5,28,40,8,2,28,192,1,0.0988265,0.769918,5.68527e-23,2.05253e-16,0.819832,14.3,44
35,49,971,quiescent,78,12,28,29.5,8,1,28,192,1,0.0988808,0.769744,1.09602e-16,3.50386e-11,0.821158,14.3,44
26,49,972,quiescent,88.5,33,28,50,8,1,28,192,1,0.0984466,0.763578,5.59016e-22,1.37344e-15,0.810643,14.3,44
32,53,976,quiescent,143,46,28,38,8,3,28,192,1,0.0987054,0.767966,3.51944e-22,1.06566e-15,0.816889,14.3,44
51,67,973,quiescent,31.5,15,28,31.5,8,0,28,192,1,0.099143,0.774446,3.59731e-20,4.77585e-14,0.827589,14.3,44
51,68,973,quiescent,62,28,28,32,8,1,28,192,1,0.0991666,0.774465,1.17409e-19,1.25221e-13,0.828172,14.3,44
38,28,974,quiescent,152,16,28,52,8,2,28,192,1,0.0987777,0.769104,4.1661e-23,1.72838e-16,0.818647,14.3,44
36,45,976,alive,34,20,28,5.5,8,1,28,192,0,0.0990614,0.752142,6.13809e-20,4.61094e-14,0.548081,14.3,44
42,29,977,quiescent,30,12,28,30,8,0,28,192,1,0.0989722,0.772181,1.82451e-21,3.53943e-15,0.823392,14.3,44
43,44,978,alive,78,12,28,6.5,8,2,28,192,0,0.0991576,0.766628,1.51524e-16,4.1467e-11,0.603187,14.3,44
36,50,979,quiescent,65,34,28,33.5,8,1,28,192,1,0.0988697,0.769581,1.11614e-16,3.53928e-11,0.820887,14.3,44
26,48,980,quiescent,66,36,28,36.5,8,1,28,192,1,0.0984634,0.763873,6.06874e-22,1.43725e-15,0.811046,14.3,44
35,36,981,quiescent,66.5,37,28,33.5,8,1,28,192,1,0.0991583,0.775459,6.34294e-22,1.44759e-15,0.827968,14.3,44
34,48,983,quiescent,40,32,28,40,8,0,28,192,1,0.0989207,0.770362,3.98778e-21,5.54855e-15,0.822133,14.3,44
44,28,989,alive,107.5,23,28,3,8,3,28,192,0,0.0990076,0.672748,2.02538e-23,8.5088e-17,0.441461,14.3,44
45,29,985,alive,160.5,33,28,4.5,8,5,28,192,0,0.0991548,0.733772,2.33966e-24,1.38813e-17,0.501977,14.3,44
55,29,988,alive,141.5,43,28,0.5,8,4,28,192,0,0.0988245,0.455648,4.58613e-23,1.33675e-16,0.411416,14.3,44
45,70,988,quiescent,107,22,28,39,8,2,28,192,1,0.0993392,0.777594,3.74795e-22,1.10856e-15,0.832444,14.3,44
51,41,990,quiescent,113.5,35,28,36.5,8,2,28,192,1,0.099633,0.78353,8.06076e-17,2.9046e-11,0.839779,14.3,44
50,60,990,quiescent,28,8,28,28,8,0,28,192,1,0.0991141,0.773821,9.81404e-16,2.20224e-10,0.826877,14.3,44
49,73,991,quiescent,150,12,28,38.5,8,3,28,192,1,0.0991843,0.775055,8.98928e-23,3.69265e-16,0.82861,14.3,44
50,59,986,quiescent,29,10,28,29,8,0,28,192,1,0.0990807,0.773337,4.20395e-15,6.71077e-10,0.826056,14.3,44
61,70,993,alive,145,2,28,9.5,8,4,28,192,0,0.0990154,0.776685,2.45952e-22,6.44178e-16,0.717379,14.3,44
40,59,989,alive,130.5,21,28,1.5,8,4,28,192,0,0.0992497,0.576564,1.69515e-20,2.29936e-14,0.421215,14.3,44
62,70,995,alive,191,46,28,20,8,4,28,192,0,0.099044,0.769769,3.28637e-23,1.12114e-16,0.81729,14.3,44
59,70,997,alive,96,0,28,31.5,8,2,28,192,0.0412608,0.0989708,0.771807,6.13217e-22,1.45534e-15,0.823359,14.3,44
32,54,998,quiescent,109,26,28,34,8,2,28,192,1,0.0987335,0.768261,3.73346e-21,7.3091e-15,0.817571,14.3,44
56,73,995,alive,181,26,28,31.5,8,4,28,192,0.0413382,0.0991563,0.774989,2.98383e-23,1.47212e-16,0.827918,14.3,44
43,27,996,quiescent,109,26,28,33.5,8,2,28,192,1,0.0989082,0.771005,4.8693e-23,1.88404e-16,0.821827,14.3,44
53,28,996,quiescent,141,42,28,41.5,8,3,28,192,1,0.0988285,0.770206,2.53014e-23,9.62149e-17,0.819882,14.3,44
52,67,993,quiescent,77.5,11,28,45,8,1,28,192,1,0.0991292,0.774364,1.43426e-19,1.3987e-13,0.82725,14.3,44
36,44,996,alive,124,8,28,31.5,8,2,28,192,0.0414098,0.0991074,0.774262,3.7829e-20,3.52836e-14,0.826714,14.3,44
26,46,1005,quiescent,103.5,15,28,32,8,2,28,192,1,0.0985606,0.765404,7.22878e-23,2.38485e-16,0.813388,14.3,44
55,67,1006,quiescent,43.5,39,28,43.5,8,0,28,192,1,0.0990771,0.773426,5.16056e-18,2.56934e-12,0.825967,14.3,44
56,67,1004,quiescent,37.5,27,28,37.5,8,0,28,192,1,0.0990557,0.772959,5.35156e-20,5.94858e-14,0.825442,14.3,44
43,26,1007,quiescent,134.5,29,28,36,8,2,28,192,1,0.0988498,0.769875,1.52961e-23,7.28548e-17,0.820402,14.3,44
33,50,1005,quiescent,71,46,28,31,8,1,28,192,1,0.0988188,0.768862,8.96738e-22,1.78354e-15,0.819645,14.3,44
33,54,1008,alive,72,0,28,32.5,8,1,28,192,0.0413364,0.0988221,0.769937,1.17831e-21,2.83372e-15,0.819726,14.3,44
39,50,1005,quiescent,31,14,28,31,8,0,28,192,1,0.0988692,0.769757,4.27125e-14,4.46484e-09,0.820873,14.3,44
44,60,998,alive,133,26,28,42.5,8,2,28,192,0.041531,0.0993976,0.778452,1.643e-17,9.06286e-12,0.833896,14.3,44
45,72,1004,alive,185.5,35,28,2.5,8,5,28,192,0,0.0991804,0.649915,5.49479e-24,3.10797e-17,0.433241,14.3,44
51,26,1005,alive,185.5,35,28,4.5,8,5,28,192,0,0.098843,0.72696,3.12385e-24,1.62848e-17,0.493017,14.3,44
53,29,1006,quiescent,29.5,11,28,29.5,8,0,28,192,1,0.0989271,0.771799,8.11779e-21,1.10129e-14,0.822288,14.3,44
38,61,1011,quiescent,127,14,28,66,8,2,28,192,1,0.099317,0.778507,2.46919e-21,4.26428e-15,0.831893,14.3,44
38,51,1010,quiescent,28,8,28,28,8,0,28,192,1,0.0988681,0.769641,1.83187e-16,4.66396e-11,0.820848,14.3,44
47,72,1012,quiescent,120.5,1,28,29.5,8,3,28,192,1,0.0991875,0.775017,8.33654e-23,3.54193e-16,0.828688,14.3,44
28,54,1014,quiescent,108.5,25,28,44.5,8,2,28,192,1,0.0984558,0.764116,3.7227e-22,1.09926e-15,0.810864,14.3,44
48,40,1009,alive,171,6,28,26.5,8,4,28,192,0,0.0994625,0.782813,3.80725e-18,2.1207e-12,0.837748,14.3,44
61,61,1011,quiescent,131,22,28,31.5,8,3,28,192,1,0.0992904,0.777174,3.85327e-21,5.42013e-15,0.831233,14.3,44
44,70,1012,alive,124.5,9,28,14.5,8,3,28,192,0,0.0994192,0.782686,1.14774e-22,4.22681e-16,0.814691,14.3,44
45,71,1013,quiescent,88,32,28,52.5,8,1,28,192,1,0.0992727,0.776515,3.3342e-22,1.03913e-15,0.830795,14.3,44
34,36,1016,quiescent,84,24,28,30.5,8,1,28,192,1,0.0991907,0.776101,2.29282e-22,6.0495e-16,0.828767,14.3,44
36,34,1011,quiescent,132,24,28,57.5,8,2,28,192,1,0.0990322,0.773455,3.22057e-21,4.84591e-15,0.824865,14.3,44
37,42,1012,alive,72.5,1,28,5.5,8,2,28,192,0,0.0991788,0.75489,9.9384e-22,1.36565e-15,0.553313,14.3,44
37,30,1014,alive,178.5,21,28,26,8,4,28,192,0,0.0987446,0.771652,1.76604e-24,1.18822e-17,0.822026,14.3,44
41,26,1013,quiescent,130.5,21,28,28,8,3,28,192,1,0.0987909,0.768764,5.15441e-24,2.92873e-17,0.818967,14.3,44
34,49,1019,quiescent,28,8,28,28,8,0,28,192,1,0.0988742,0.769577,4.30897e-21,5.78111e-15,0.820997,14.3,44
52,68,1019,quiescent,50.5,5,28,50.5,8,0,28,192,1,0.0991216,0.774114,4.22302e-21,7.86095e-15,0.827063,14.3,44
45,69,1020,alive,127.5,15,28,27,8,1,28,192,0,0.0992603,0.778404,4.00074e-21,7.62969e-15,0.831206,14.3,44
36,37,1019,quiescent,77.5,11,28,38,8,1,28,192,1,0.0991657,0.775511,3.96092e-21,5.43324e-15,0.828149,14.3,44
41,46,1020,quiescent,76,8,28,40.5,8,1,28,192,1,0.0990448,0.772884,6.5893e-16,1.2852e-10,0.825173,14.3,44
40,60,1021,quiescent,131,22,28,28,8,2,28,192,1,0.0993375,0.778694,1.93949e-20,2.47715e-14,0.832402,14.3,44
26,50,1022,quiescent,112,32,28,33,8,2,28,192,1,0.0984591,0.763696,6.11769e-23,2.17465e-16,0.810942,14.3,44
54,30,1020,quiescent,69.5,43,28,39.5,8,1,28,192,1,0.0989436,0.77204,2.73045e-22,6.66206e-16,0.822692,14.3,44
39,61,1022,quiescent,134.5,29,28,29.5,8,3,28,192,0.0415668,0.0993727,0.77976,8.2688e-22,1.70832e-15,0.833277,14.3,44
57,66,1028,quiescent,58,20,28,29,8,1,28,192,1,0.0990641,0.773067,1.06623e-21,1.94503e-15,0.825648,14.3,44
35,50,1030,quiescent,61.5,27,28,30.5,8,1,28,192,1,0.0988508,0.769744,3.33202e-17,1.33063e-11,0.820426,14.3,44
60,70,1025,alive,95.5,47,28,37.5,8,2,28,192,0.0413531,0.0989717,0.771269,1.15993e-21,2.03774e-15,0.823381,14.3,44
56,66,1026,quiescent,63,30,28,31,8,1,28,192,1,0.0990759,0.773337,3.6221e-21,5.21387e-15,0.825937,14.3,44
35,34,1025,quiescent,116.5,41,28,48.5,8,2,28,192,1,0.0990611,0.774052,2.00605e-22,5.61872e-16,0.825575,14.3,44
38,52,1027,quiescent,71.5,47,28,39,8,1,28,192,1,0.0988686,0.769895,1.42179e-15,2.68999e-10,0.82086,14.3,44
39,28,1028,quiescent,122,4,28,38.5,8,2,28,192,1,0.0988065,0.769501,1.99715e-23,8.44301e-17,0.819345,14.3,44
57,46,1028,alive,172,8,28,17,8,4,28,192,0,0.0995799,0.78529,3.14191e-17,1.27742e-11,0.833108,14.3,44
50,32,1027,alive,141,42,28,0,8,4,28,192,0,0.0994992,0.390625,4.16558e-23,1.26753e-16,0.418214,14.3,44
44,27,1028,alive,111,30,28,16,8,3,28,192,0,0.0989129,0.774588,4.43073e-24,2.69372e-17,0.811732,14.3,44
54,28,1029,alive,124.5,9,28,25,8,3,28,192,0,0.0986777,0.769687,3.52348e-23,1.15548e-16,0.818431,14.3,44
48,73,1030,quiescent,134,28,28,41.5,8,3,28,192,1,0.099169,0.77474,2.96682e-23,1.46746e-16,0.828232,14.3,44
62,61,1032,quiescent,133.5,27,28,39.5,8,2,28,192,1,0.0992693,0.776824,4.58636e-21,5.96799e-15,0.830711,14.3,44
25,48,1037,quiescent,122.5,5,28,35.5,8,2,28,192,1,0.0983891,0.762822,5.18815e-23,1.98526e-16,0.809262,14.3,44
51,30,1037,alive,129.5,19,28,58,8,2,28,192,0.0416234,0.0992877,0.77724,2.98586e-22,6.99971e-16,0.831165,14.3,44
67,43,1041,alive,169.5,3,28,10,8,3,28,192,0,0.0985242,0.773391,5.97001e-23,2.13577e-16,0.720276,14.3,44
25,50,1041,quiescent,114,36,28,30,8,1,28,192,1,0.0983774,0.76235,1.5942e-22,5.03453e-16,0.808982,14.3,44
57,59,1041,alive,101,10,28,25.5,8,2,28,192,0,0.0991382,0.776927,2.89062e-19,2.04504e-13,0.82898,14.3,44
29,56,1041,quiescent,77.5,11,28,45,8,1,28,192,1,0.0985668,0.766251,3.37255e-22,1.04083e-15,0.813537,14.3,44
33,53,1035,alive,62,28,28,4,8,2,28,192,0,0.0988046,0.710316,1.67801e-21,3.44543e-15,0.470064,14.3,44
53,68,1038,quiescent,28,8,28,28,8,0,28,192,1,0.0991025,0.773909,4.71043e-19,3.68004e-13,0.826593,14.3,44
33,52,1038,quiescent,65.5,35,28,33.5,8,1,28,192,1,0.0987743,0.769079,1.22643e-21,2.89714e-15,0.818562,14.3,44
38,30,1042,quiescent,35,22,28,35,8,0,28,192,1,0.0988709,0.770655,1.6645e-22,5.06783e-16,0.820917,14.3,44
56,30,1043,alive,89.5,35,28,22.5,8,2,28,192,0,0.0987495,0.77023,2.35865e-23,9.23951e-17,0.818558,14.3,44
47,62,1046,alive,90.5,37,28,16.5,8,2,28,192,0,0.0993401,0.779062,3.36493e-19,3.05485e-13,0.820877,14.3,44
47,61,1045,alive,63,30,28,3,8,2,28,192,0,0.0993016,0.678939,9.97122e-20,8.39191e-14,0.44631,14.3,44
32,37,1053,alive,157.5,27,28,4.5,8,3,28,192,0,0.0993249,0.73634,8.48613e-24,3.8583e-17,0.506211,14.3,44
27,53,1053,alive,146,4,28,24,8,3,28,192,0,0.0983408,0.763838,3.6318e-23,1.63339e-16,0.809318,14.3,44
38,31,1052,quiescent,77,10,28,31.5,8,1,28,192,1,0.0989115,0.771325,5.18545e-23,1.95072e-16,0.821909,14.3,44
34,50,1050,quiescent,97,2,28,66.5,8,1,28,192,1,0.0988451,0.769305,3.46271e-17,1.35924e-11,0.820287,14.3,44
33,35,1052,alive,159.5,31,28,97,8,2,28,192,0.0414388,0.0991767,0.775871,1.63657e-23,7.56288e-17,0.828422,14.3,44
32,51,1053,alive,62.5,29,28,18,8,1,28,192,0,0.0988258,0.769857,3.8044e-22,8.14339e-16,0.8113,14.3,44
44,26,1054,quiescent,70,44,28,28.5,8,1,28,192,1,0.0988905,0.770711,3.5905e-23,1.59198e-16,0.821394,14.3,44
36,64,1055,alive,159,30,28,12,8,4,28,192,0,0.0993756,0.786745,2.07548e-23,8.79013e-17,0.794212,14.3,44
32,52,1056,alive,59.5,23,28,30.5,8,1,28,192,0.041252,0.0987298,0.768456,3.42378e-22,1.04955e-15,0.817481,14.3,44
63,68,1057,alive,134,28,28,2,8,3,28,192,0,0.0990376,0.607691,3.94428e-23,1.24016e-16,0.423068,14.3,44
55,30,1058,quiescent,51.5,7,28,51.5,8,0,28,192,1,0.0988781,0.77086,8.63342e-22,1.71639e-15,0.821093,14.3,44
25,47,1060,quiescent,134,28,28,45,8,3,28,192,1,0.0984184,0.763371,5.66006e-24,3.13796e-17,0.809964,14.3,44
52,25,1057,alive,157.5,27,28,8,8,4,28,192,0,0.098615,0.769914,2.51499e-24,1.44453e-17,0.654733,14.3,44
35,57,1056,quiescent,105,18,28,28,8,2,28,192,1,0.0990428,0.774039,2.23114e-21,4.03183e-15,0.825125,14.3,44
34,56,1055,quiescent,29.5,11,28,29.5,8,0,28,192,1,0.0989297,0.771795,2.23526e-20,2.67927e-14,0.822352,14.3,44
50,73,1054,alive,92.5,41,28,12.5,8,2,28,192,0,0.0992516,0.78206,8.91273e-22,2.43982e-15,0.791563,14.3,44
